0	0	200	1
0.2	0	200	0.999999983669758
0.4	0	200	0.999999828268806
0.6	0	200	0.999999319862267
0.8	0	200	0.99999819405121
1	0	200	0.999996148150288
1.2	0	200	0.999992847595635
1.4	0	200	0.999987930086596
1.6	0	200	0.999981008542557
1.8	0	200	0.999971673347755
2	0	200	0.999959494129518
2.2	0	200	0.999944021211872
2.4	0	200	0.999924786833131
2.6	0	200	0.999901306186062
2.8	0	200	0.999873078321081
3	0	200	0.999839586941489
3.2	0	200	0.99980030111215
3.4	0	200	0.999754675897786
3.6	0	200	0.999702152943409
3.8	0	200	0.99964216100674
4	0	200	0.999574116450496
4.2	0	200	0.999497423700941
4.4	0	200	0.999411475677969
4.6	0	200	0.999315654201082
4.8	0	200	0.99920933037496
5	0	200	0.999091864957725
5.2	0	200	0.998962608714589
5.4	0	200	0.998820902759176
5.6	0	200	0.998666078884539
5.8	0	200	0.998497459885606
6	0	200	0.998314359874631
6.2	0	200	0.998116084590979
6.4	0	200	0.997901931706506
6.6	0	200	0.997671191127591
6.8	0	200	0.997423145294826
7	0	200	0.99715706948123
7.2	0	200	0.996872232089815
7.4	0	200	0.996567894951197
7.6	0	200	0.996243313621964
7.8	0	200	0.995897737684364
8	0	200	0.995530411047904
8.2	0	200	0.995140572253363
8.4	0	200	0.994727454779677
8.6	0	200	0.994290287354149
8.8	0	200	0.993828294266377
9	0	200	0.993340695686258
9.2	0	200	0.992826707986427
9.4	0	200	0.992285544069428
9.6	0	200	0.991716413699904
9.8	0	200	0.991118523842089
10	0	200	0.990491079002813
10.2	0	200	0.989833281580273
10.4	0	200	0.989144332218742
10.6	0	200	0.988423430169419
10.8	0	200	0.98766977365756
11	0	200	0.986882560256057
11.2	0	200	0.986060987265578
11.4	0	200	0.98520425210137
11.6	0	200	0.98431155268684
11.8	0	200	0.983382087853969
12	0	200	0.982415057750622
12.2	0	200	0.981409664254808
12.4	0	200	0.980365111395907
12.6	0	200	0.979280605782873
12.8	0	200	0.978155357039424
13	0	200	0.976988578246175
13.2	0	200	0.975779486389699
13.4	0	200	0.974527302818455
13.6	0	200	0.973231253705511
13.8	0	200	0.971890570517983
14	0	200	0.970504490493098
14.2	0	200	0.969072257120744
14.4	0	200	0.967593120632402
14.6	0	200	0.966066338496288
14.8	0	200	0.964491175918561
15	0	200	0.962866906350399
15.2	0	200	0.961192812000763
15.4	0	200	0.959468184354626
15.6	0	200	0.957692324696442
15.8	0	200	0.955864544638604
16	0	200	0.95398416665464
16.2	0	200	0.952050524616858
16.4	0	200	0.950062964338149
16.6	0	200	0.948020844117638
16.8	0	200	0.945923535289855
17	0	200	0.943770422777075
17.2	0	200	0.941560905644479
17.4	0	200	0.939294397657747
17.6	0	200	0.936970327842693
17.8	0	200	0.934588141046535
18	0	200	0.932147298500378
18.2	0	200	0.929647278382452
18.4	0	200	0.927087576381671
18.6	0	200	0.924467706261021
18.8	0	200	0.921787200420303
19	0	200	0.919045610457711
19.2	0	200	0.916242507729752
19.4	0	200	0.913377483908953
19.6	0	200	0.910450151538816
19.8	0	200	0.90746014458547
20	0	200	0.904407118985433
20.2	0	200	0.901290753188908
20.4	0	200	0.898110748698009
